qname	cds_start	cds_end	map_start	map_end	pid	pid_adj	n_error	n_insert	n_mismatch	n_deletion	rname
09_H10	1	1272	674	1270	100.0	46.9	0	0	0	0	ENST00000405666.5|ENSG00000173153.17|OTTHUMG00000150641.9|OTTHUMT00000319304.2|ESRRA-202|ESRRA|2283|UTR5:1-234|CDS:235-1506|UTR3:1507-2283|
09_H12	1	2724	2140	2722	99.8	21.4	1	0	1	0	ENST00000354340.9|ENSG00000062370.17|OTTHUMG00000182357.4|OTTHUMT00000460743.1|ZNF112-202|ZNF112|3660|UTR5:1-58|CDS:59-2782|UTR3:2783-3660|
10_A02	1	2598	2316	2594	100.0	10.7	0	0	0	0	ENST00000311331.12|ENSG00000197566.10|OTTHUMG00000058996.6|OTTHUMT00000130512.4|ZNF624-201|ZNF624|4241|UTR5:1-89|CDS:90-2687|UTR3:2688-4241|
10_A05	1	1227	770	1225	100.0	37.2	0	0	0	0	ENST00000615307.1|ENSG00000136367.14|OTTHUMG00000156894.7|-|ZFHX2-205|ZFHX2|1972|UTR5:1-265|CDS:266-1492|UTR3:1493-1972|
10_B02	1	582	1	580	99.8	99.5	1	0	1	0	ENST00000416904.5|ENSG00000139651.11|OTTHUMG00000170027.4|OTTHUMT00000406890.4|ZNF740-201|ZNF740|8557|UTR5:1-423|CDS:424-1005|UTR3:1006-8557|
10_B06	1	1119	733	1117	100.0	34.4	0	0	0	0	ENST00000429584.3|ENSG00000230797.3|OTTHUMG00000021236.2|OTTHUMT00000056025.2|YY2-201|YY2|2754|UTR5:1-498|CDS:499-1617|UTR3:1618-2754|
10_B07	1	1737	1123	1731	100.0	35.1	0	0	0	0	ENST00000330236.7|ENSG00000198315.11|OTTHUMG00000014510.3|OTTHUMT00000040178.3|ZKSCAN8-201|ZKSCAN8|7419|UTR5:1-239|CDS:240-1976|UTR3:1977-7419|
10_B08	1	2214	1626	2213	99.8	26.5	1	0	1	0	ENST00000370978.9|ENSG00000056277.16|OTTHUMG00000022393.3|OTTHUMT00000058251.2|ZNF280C-201|ZNF280C|4638|UTR5:1-154|CDS:155-2368|UTR3:2369-4638|
10_B09	1	1833	1217	1831	100.0	33.6	0	0	0	0	ENST00000292069.10|ENSG00000198046.12|OTTHUMG00000181941.5|OTTHUMT00000458395.1|ZNF667-201|ZNF667|3832|UTR5:1-162|CDS:163-1995|UTR3:1996-3832|
10_B10	1	1314	790	1277	100.0	37.1	0	0	0	0	ENST00000323169.10|ENSG00000177599.13|OTTHUMG00000156529.3|OTTHUMT00000344518.2|ZNF491-201|ZNF491|2888|UTR5:1-338|CDS:339-1652|UTR3:1653-2888|
10_B11	1	1602	1012	1600	100.0	36.8	0	0	0	0	ENST00000270001.12|ENSG00000142065.14|OTTHUMG00000180675.3|OTTHUMT00000452528.3|ZFP14-201|ZFP14|7491|UTR5:1-118|CDS:119-1720|UTR3:1721-7491|
10_C05	1	1239	621	1237	100.0	49.8	0	0	0	0	ENST00000327835.7|ENSG00000164684.13|OTTHUMG00000164733.3|OTTHUMT00000379964.2|ZNF704-201|ZNF704|14386|UTR5:1-232|CDS:233-1471|UTR3:1472-14386|
10_C09	1	2559	2171	2543	100.0	14.6	0	0	0	0	ENST00000620827.5|ENSG00000196247.12|OTTHUMG00000129433.3|-|ZNF107-206|ZNF107|5664|UTR5:1-179|CDS:180-2738|UTR3:2739-5664|
10_C12	1	2766	2189	2764	100.0	20.8	0	0	0	0	ENST00000615615.4|ENSG00000157657.14|OTTHUMG00000020532.2|-|ZNF618-207|ZNF618|9289|UTR5:1-99|CDS:100-2865|UTR3:2866-9289|
10_D01	1	2475	1944	2473	99.8	21.4	1	0	1	0	ENST00000335681.10|ENSG00000170485.17|OTTHUMG00000130675.8|OTTHUMT00000253168.4|NPAS2-201|NPAS2|4020|UTR5:1-298|CDS:299-2773|UTR3:2774-4020|
10_D03	1	1635	1018	1633	100.0	37.7	0	0	0	0	ENST00000394152.7|ENSG00000197037.11|OTTHUMG00000074055.7|OTTHUMT00000157203.5|ZSCAN25-204|ZSCAN25|4352|UTR5:1-329|CDS:330-1964|UTR3:1965-4352|
10_D08	1	2496	1943	2494	100.0	22.1	0	0	0	0	ENST00000247930.5|ENSG00000196453.8|OTTHUMG00000158967.2|OTTHUMT00000352708.2|ZNF777-201|ZNF777|3172|UTR5:1-263|CDS:264-2759|UTR3:2760-3172|
10_D11	1	1614	1024	1613	100.0	36.6	0	0	0	0	ENST00000215919.3|ENSG00000100105.18|OTTHUMG00000151254.2|OTTHUMT00000321934.1|PATZ1-201|PATZ1|2516|UTR5:1-174|CDS:175-1788|UTR3:1789-2516|
10_E03	1	2145	1540	2143	99.7	28.1	2	0	2	0	ENST00000396912.2|ENSG00000146587.18|OTTHUMG00000121155.4|OTTHUMT00000504299.2|RBAK-202|RBAK|6612|UTR5:1-581|CDS:582-2726|UTR3:2727-6612|
10_E04	1	2340	1945	2338	100.0	16.8	0	0	0	0	ENST00000538351.6|ENSG00000183621.15|OTTHUMG00000017904.4|OTTHUMT00000472407.1|ZNF438-208|ZNF438|3284|UTR5:1-755|CDS:756-3095|UTR3:3096-3284|
10_E07	1	2139	1543	2137	100.0	27.8	0	0	0	0	ENST00000300101.3|ENSG00000166860.3|OTTHUMG00000171007.2|OTTHUMT00000411214.2|ZBTB39-201|ZBTB39|6268|UTR5:1-186|CDS:187-2325|UTR3:2326-6268|
10_E09	1	1833	1484	1831	100.0	19.0	0	0	0	0	ENST00000625061.3|ENSG00000067646.12|OTTHUMG00000036159.5|OTTHUMT00000481602.1|ZFY-207|ZFY|2273|UTR5:1-86|CDS:87-1919|UTR3:1920-2273|
10_E11	1	1398	821	1397	100.0	41.3	0	0	0	0	ENST00000545620.5|ENSG00000113658.18|OTTHUMG00000163212.8|-|SMAD5-212|SMAD5|6937|UTR5:1-285|CDS:286-1683|UTR3:1684-6937|
10_F02	1	2022	1448	1714	100.0	13.2	0	0	0	0	ENSMUST00000029057.13|ENSMUSG00000027544.17|OTTMUSG00000016052.1|OTTMUST00000038311.1|Nfatc2-201|Nfatc2|2310|CDS:1-2022|UTR3:2023-2310|
10_F03	1	3426	2802	3426	100.0	18.2	0	0	0	0	ENST00000361204.9|ENSG00000198911.12|OTTHUMG00000151261.3|OTTHUMT00000321956.2|SREBF2-201|SREBF2|5237|UTR5:1-166|CDS:167-3592|UTR3:3593-5237|
10_F07	1	5490	1926	2547	100.0	11.3	0	0	0	0	ENST00000394979.2|ENSG00000167395.10|OTTHUMG00000047355.3|OTTHUMT00000108510.2|ZNF646-202|ZNF646|8118|UTR5:1-423|CDS:424-5913|UTR3:5914-8118|
10_F08	1	1170	652	1169	100.0	44.3	0	0	0	0	ENST00000372299.4|ENSG00000171872.5|OTTHUMG00000009664.4|OTTHUMT00000026646.3|KLF17-201|KLF17|3160|UTR5:1-87|CDS:88-1257|UTR3:1258-3160|
10_F11	1	2166	1528	2164	100.0	29.4	0	0	0	0	ENST00000537142.5|ENSG00000116809.12|OTTHUMG00000009377.3|OTTHUMT00000473627.1|ZBTB17-216|ZBTB17|2511|UTR5:1-247|CDS:248-2413|UTR3:2414-2511|
10_G01	1	1560	955	1558	100.0	38.7	0	0	0	0	ENST00000684514.1|ENSG00000120784.17|OTTHUMG00000048177.6|-|ZFP30-212|ZFP30|5826|UTR5:1-291|CDS:292-1851|UTR3:1852-5826|
10_G02	1	2784	1342	1714	100.0	13.4	0	0	0	0	ENSMUST00000074618.10|ENSMUSG00000027544.17|OTTMUSG00000016052.1|OTTMUST00000038308.1|Nfatc2-202|Nfatc2|6637|UTR5:1-69|CDS:70-2853|UTR3:2854-6637|
10_G03	1	3426	2821	3426	100.0	17.7	0	0	0	0	ENST00000361204.9|ENSG00000198911.12|OTTHUMG00000151261.3|OTTHUMT00000321956.2|SREBF2-201|SREBF2|5237|UTR5:1-166|CDS:167-3592|UTR3:3593-5237|
10_G05	1	3321	2750	3320	100.0	17.2	0	0	0	0	ENST00000228682.7|ENSG00000111087.10|OTTHUMG00000167332.3|OTTHUMT00000394197.2|GLI1-201|GLI1|3972|UTR5:1-444|CDS:445-3765|UTR3:3766-3972|
10_G07	1	1293	762	1285	100.0	40.5	0	0	0	0	ENSMUST00000103145.11|ENSMUSG00000027490.18|OTTMUSG00000015917.1|OTTMUST00000037809.1|E2f1-202|E2f1|2732|UTR5:1-158|CDS:159-1451|UTR3:1452-2732|
10_G08	1	1170	841	1169	100.0	28.1	0	0	0	0	ENST00000372299.4|ENSG00000171872.5|OTTHUMG00000009664.4|OTTHUMT00000026646.3|KLF17-201|KLF17|3160|UTR5:1-87|CDS:88-1257|UTR3:1258-3160|
10_G11	1	2412	1812	2410	100.0	24.8	0	0	0	0	ENST00000375743.9|ENSG00000116809.12|OTTHUMG00000009377.3|OTTHUMT00000025998.1|ZBTB17-202|ZBTB17|2720|UTR5:1-208|CDS:209-2620|UTR3:2621-2720|
10_H01	1	1560	950	1558	100.0	39.0	0	0	0	0	ENST00000514101.6|ENSG00000120784.17|OTTHUMG00000048177.6|OTTHUMT00000459486.1|ZFP30-203|ZFP30|4440|UTR5:1-387|CDS:388-1947|UTR3:1948-4440|
10_H02	1	1767	1131	1766	100.0	36.0	0	0	0	0	ENST00000329285.13|ENSG00000153896.19|OTTHUMG00000182346.5|OTTHUMT00000460648.3|ZNF599-201|ZNF599|3102|UTR5:1-374|CDS:375-2141|UTR3:2142-3102|
10_H03	1	2214	1619	2214	100.0	26.9	0	0	0	0	ENSMUST00000175916.8|ENSMUSG00000010175.14|OTTMUSG00000040162.4|OTTMUST00000104400.3|Prox1-202|Prox1|7913|UTR5:1-514|CDS:515-2728|UTR3:2729-7913|
10_H04	1	2439	2144	2437	99.7	12.0	1	0	1	0	ENSMUST00000109891.3|ENSMUSG00000048251.16|OTTMUSG00000019485.1|OTTMUST00000046518.1|Bcl11b-203|Bcl11b|2888|UTR5:1-271|CDS:272-2710|UTR3:2711-2888|
10_H06	1	1293	678	1285	100.0	47.0	0	0	0	0	ENSMUST00000103145.11|ENSMUSG00000027490.18|OTTMUSG00000015917.1|OTTMUST00000037809.1|E2f1-202|E2f1|2732|UTR5:1-158|CDS:159-1451|UTR3:1452-2732|
10_H07	1	1188	602	1188	100.0	49.4	0	0	0	0	ENSMUST00000079063.7|ENSMUSG00000063632.7|OTTMUSG00000021163.3|OTTMUST00000050139.3|Sox11-201|Sox11|8311|UTR5:1-166|CDS:167-1354|UTR3:1355-8311|
10_H09	1	1935	1343	1935	100.0	30.6	0	0	0	0	ENST00000340622.8|ENSG00000181220.17|OTTHUMG00000158972.5|OTTHUMT00000352730.2|ZNF746-201|ZNF746|3799|UTR5:1-273|CDS:274-2208|UTR3:2209-3799|
11_A06	1	1419	835	1418	100.0	41.2	0	0	0	0	ENST00000250448.5|ENSG00000129514.8|OTTHUMG00000140253.4|OTTHUMT00000276735.3|FOXA1-201|FOXA1|3509|UTR5:1-277|CDS:278-1696|UTR3:1697-3509|
11_A08	1	2205	1579	2204	100.0	28.4	0	0	0	0	ENST00000215057.7|ENSG00000099326.9|OTTHUMG00000183550.3|OTTHUMT00000467112.2|MZF1-201|MZF1|2666|UTR5:1-321|CDS:322-2526|UTR3:2527-2666|
11_B01	1	1467	955	1466	100.0	34.9	0	0	0	0	ENST00000366903.8|ENSG00000136630.13|OTTHUMG00000037352.6|OTTHUMT00000090902.5|HLX-201|HLX|2237|UTR5:1-415|CDS:416-1882|UTR3:1883-2237|
11_B02	1	1401	805	1400	100.0	42.5	0	0	0	0	ENST00000360880.6|ENSG00000100146.18|OTTHUMG00000149913.7|OTTHUMT00000313874.2|SOX10-201|SOX10|2861|UTR5:1-265|CDS:266-1666|UTR3:1667-2861|
11_B04	1	3534	2927	3533	100.0	17.2	0	0	0	0	ENST00000355815.8|ENSG00000072310.18|OTTHUMG00000059313.9|OTTHUMT00000131772.2|SREBF1-202|SREBF1|4253|UTR5:1-170|CDS:171-3704|UTR3:3705-4253|
11_B08	1	1356	838	1355	100.0	38.2	0	0	0	0	ENST00000593945.6|ENSG00000074219.14|OTTHUMG00000183174.3|OTTHUMT00000465463.1|TEAD2-204|TEAD2|2175|UTR5:1-90|CDS:91-1446|UTR3:1447-2175|
11_B10	1	2022	1467	2021	100.0	27.4	0	0	0	0	ENST00000406360.2|ENSG00000118689.15|OTTHUMG00000015327.4|OTTHUMT00000504369.2|FOXO3-202|FOXO3|7296|UTR5:1-292|CDS:293-2314|UTR3:2315-7296|
11_D03	1	2607	1995	2605	100.0	23.4	0	0	0	0	ENST00000301318.8|ENSG00000196867.8|OTTHUMG00000181944.5|OTTHUMT00000458409.3|ZFP28-201|ZFP28|4094|UTR5:1-71|CDS:72-2678|UTR3:2679-4094|
11_D08	1	1473	922	1472	99.8	37.3	1	0	1	0	ENST00000361443.4|ENSG00000164651.17|OTTHUMG00000094788.4|OTTHUMT00000326904.2|SP8-201|SP8|1714|UTR5:1-238|CDS:239-1711|UTR3:1712-1714|
11_D09	1	1641	1037	1639	100.0	36.7	0	0	0	0	ENST00000644296.1|ENSG00000121075.11|OTTHUMG00000180078.4|OTTHUMT00000496983.1|TBX4-208|TBX4|3394|UTR5:1-159|CDS:160-1800|UTR3:1801-3394|
11_D10	1	1731	1143	1730	100.0	34.0	0	0	0	0	ENST00000505236.1|ENSG00000104856.14|OTTHUMG00000162116.3|OTTHUMT00000367362.1|RELB-202|RELB|2219|UTR5:1-119|CDS:120-1850|UTR3:1851-2219|
11_D11	1	2070	1459	2068	99.8	29.4	1	1	0	0	ENST00000504452.5|ENSG00000152784.16|OTTHUMG00000160885.3|OTTHUMT00000362793.1|PRDM8-203|PRDM8|3706|UTR5:1-839|CDS:840-2909|UTR3:2910-3706|
11_D12	1	1428	818	1426	100.0	42.6	0	0	0	0	ENST00000442488.7|ENSG00000128610.12|OTTHUMG00000157091.4|OTTHUMT00000347410.2|FEZF1-203|FEZF1|2435|UTR5:1-313|CDS:314-1741|UTR3:1742-2435|
11_E01	1	3042	2509	3041	100.0	17.5	0	0	0	0	ENST00000380599.9|ENSG00000174282.12|OTTHUMG00000108137.5|OTTHUMT00000440771.3|ZBTB4-202|ZBTB4|5860|UTR5:1-256|CDS:257-3298|UTR3:3299-5860|
11_E03	1	1353	804	1352	100.0	40.6	0	0	0	0	ENST00000201031.3|ENSG00000087510.7|OTTHUMG00000032805.4|OTTHUMT00000079823.3|TFAP2C-201|TFAP2C|2862|UTR5:1-239|CDS:240-1592|UTR3:1593-2862|
11_E07	1	1215	822	1198	100.0	31.0	0	0	0	0	ENST00000291442.4|ENSG00000160113.6|OTTHUMG00000182728.2|OTTHUMT00000463325.1|NR2F6-201|NR2F6|2383|UTR5:1-699|CDS:700-1914|UTR3:1915-2383|
11_E08	1	1152	571	1150	100.0	50.3	0	0	0	0	ENST00000673963.1|ENSG00000179930.6|OTTHUMG00000037302.2|OTTHUMT00000530483.1|ZNF648-202|ZNF648|1152|CDS:1-1152|
11_E09	1	1212	876	1211	100.0	27.7	0	0	0	0	ENST00000296839.5|ENSG00000164379.7|OTTHUMG00000016160.3|OTTHUMT00000043410.3|FOXQ1-201|FOXQ1|2661|UTR5:1-607|CDS:608-1819|UTR3:1820-2661|
11_E10	1	1266	738	1265	100.0	41.7	0	0	0	0	ENST00000322957.7|ENSG00000129654.8|OTTHUMG00000180120.2|OTTHUMT00000449856.2|FOXJ1-201|FOXJ1|2587|UTR5:1-301|CDS:302-1567|UTR3:1568-2587|
11_E11	1	1638	1067	1636	100.0	34.8	0	0	0	0	ENST00000622814.4|ENSG00000113430.10|OTTHUMG00000090411.5|-|IRX4-208|IRX4|2398|UTR5:1-218|CDS:219-1856|UTR3:1857-2398|
11_E12	1	1788	1231	1787	100.0	31.2	0	0	0	0	ENST00000302017.4|ENSG00000181444.13|OTTHUMG00000157883.2|OTTHUMT00000349833.2|ZNF467-201|ZNF467|2843|UTR5:1-523|CDS:524-2311|UTR3:2312-2843|
11_F01	1	1329	742	1327	100.0	44.1	0	0	0	0	ENST00000622443.3|ENSG00000136574.19|OTTHUMG00000090800.4|OTTHUMT00000383658.2|GATA4-208|GATA4|3508|UTR5:1-660|CDS:661-1989|UTR3:1990-3508|
11_F02	1	1398	763	1396	100.0	45.4	0	0	0	0	ENST00000305901.7|ENSG00000169856.9|OTTHUMG00000131899.7|OTTHUMT00000254849.5|ONECUT1-201|ONECUT1|4352|UTR5:1-452|CDS:453-1850|UTR3:1851-4352|
11_F03	1	1773	1305	1772	100.0	26.4	0	0	0	0	ENST00000331569.6|ENSG00000183779.7|OTTHUMG00000164001.4|OTTHUMT00000376683.4|ZNF703-201|ZNF703|3316|UTR5:1-198|CDS:199-1971|UTR3:1972-3316|
11_F07	1	1767	1174	1765	99.8	33.4	1	0	1	0	ENST00000282111.4|ENSG00000152284.5|OTTHUMG00000130026.6|OTTHUMT00000252301.3|TCF7L1-201|TCF7L1|2985|UTR5:1-293|CDS:294-2060|UTR3:2061-2985|
11_F12	1	1191	587	1189	100.0	50.6	0	0	0	0	ENST00000376199.7|ENSG00000049768.17|OTTHUMG00000024135.9|OTTHUMT00000378831.3|FOXP3-202|FOXP3|1597|UTR5:1-162|CDS:163-1353|UTR3:1354-1597|
11_G01	1	990	388	988	100.0	60.7	0	0	0	0	ENST00000538946.5|ENSG00000115966.17|OTTHUMG00000132424.8|-|ATF2-221|ATF2|1325|UTR5:1-14|CDS:15-1004|UTR3:1005-1325|
11_G02	1	1380	762	1379	100.0	44.8	0	0	0	0	ENST00000375527.3|ENSG00000204366.4|OTTHUMG00000031169.3|OTTHUMT00000076315.3|ZBTB12-201|ZBTB12|1963|UTR5:1-270|CDS:271-1650|UTR3:1651-1963|
11_G06	1	1194	595	1192	100.0	50.1	0	0	0	0	ENST00000341735.5|ENSG00000188095.6|OTTHUMG00000172016.4|OTTHUMT00000416421.2|MESP2-201|MESP2|1640|UTR5:1-26|CDS:27-1220|UTR3:1221-1640|
11_G07	1	1128	482	1127	100.0	57.3	0	0	0	0	ENST00000377945.7|ENSG00000161405.17|OTTHUMG00000133250.5|OTTHUMT00000257012.1|IKZF3-208|IKZF3|1696|UTR5:1-62|CDS:63-1190|UTR3:1191-1696|
11_G08	1	972	424	971	99.8	56.3	1	0	1	0	ENST00000373313.3|ENSG00000204103.4|OTTHUMG00000033052.3|OTTHUMT00000080375.3|MAFB-201|MAFB|3389|UTR5:1-386|CDS:387-1358|UTR3:1359-3389|
11_G09	1	1440	818	1439	100.0	43.2	0	0	0	0	ENST00000374672.5|ENSG00000136826.15|OTTHUMG00000020449.4|OTTHUMT00000053556.3|KLF4-201|KLF4|2936|UTR5:1-597|CDS:598-2037|UTR3:2038-2936|
11_H02	1	1299	707	1298	99.8	45.5	1	0	1	0	ENST00000410016.5|ENSG00000128652.12|OTTHUMG00000187566.2|OTTHUMT00000334241.1|HOXD3-202|HOXD3|2384|UTR5:1-274|CDS:275-1573|UTR3:1574-2384|
11_H03	1	1656	1062	1654	100.0	35.8	0	0	0	0	ENST00000368648.8|ENSG00000108001.16|OTTHUMG00000019265.4|OTTHUMT00000051016.2|EBF3-202|EBF3|4829|UTR5:1-527|CDS:528-2183|UTR3:2184-4829|
11_H05	1	1443	865	1441	100.0	40.0	0	0	0	0	ENST00000437180.5|ENSG00000159216.19|OTTHUMG00000086299.10|-|RUNX1-207|RUNX1|5967|UTR5:1-190|CDS:191-1633|UTR3:1634-5967|
11_H06	1	1689	1062	1687	100.0	37.1	0	0	0	0	ENST00000360338.4|ENSG00000197714.9|OTTHUMG00000183222.3|OTTHUMT00000465727.2|ZNF460-201|ZNF460|3850|UTR5:1-322|CDS:323-2011|UTR3:2012-3850|
11_H07	1	2520	1909	2519	99.8	24.2	1	0	1	0	ENST00000451158.5|ENSG00000196652.12|OTTHUMG00000156749.1|OTTHUMT00000345600.1|ZKSCAN5-203|ZKSCAN5|3111|UTR5:1-161|CDS:162-2681|UTR3:2682-3111|
11_H08	1	2148	1570	2146	100.0	26.9	0	0	0	0	ENST00000350908.9|ENSG00000128573.26|OTTHUMG00000023131.19|OTTHUMT00000059452.6|FOXP2-201|FOXP2|6543|UTR5:1-556|CDS:557-2704|UTR3:2705-6543|
12_A06	1	1965	1353	1964	100.0	31.1	0	0	0	0	ENST00000564139.5|ENSG00000167967.16|OTTHUMG00000177084.3|OTTHUMT00000435228.2|E4F1-204|E4F1|2493|UTR5:1-20|CDS:21-1985|UTR3:1986-2493|
12_B01	1	954	748	953	100.0	21.6	0	0	0	0	ENST00000325404.3|ENSG00000181449.4|OTTHUMG00000158222.2|OTTHUMT00000350419.2|SOX2-201|SOX2|2512|UTR5:1-436|CDS:437-1390|UTR3:1391-2512|
12_B05	1	1428	1096	1427	100.0	23.2	0	0	0	0	ENST00000303809.7|ENSG00000170684.9|OTTHUMG00000181766.2|OTTHUMT00000457529.2|ZNF296-201|ZNF296|1634|UTR5:1-105|CDS:106-1533|UTR3:1534-1634|
12_B10	1	1458	881	1457	100.0	39.6	0	0	0	0	ENST00000638348.2|ENSG00000161551.15|OTTHUMG00000157045.4|OTTHUMT00000347244.2|ZNF577-204|ZNF577|8291|UTR5:1-1349|CDS:1350-2807|UTR3:2808-8291|
12_C07	1	1404	794	1402	100.0	43.4	0	0	0	0	ENST00000287538.10|ENSG00000156925.12|OTTHUMG00000022525.2|OTTHUMT00000058526.2|ZIC3-201|ZIC3|4001|UTR5:1-565|CDS:566-1969|UTR3:1970-4001|
12_C08	1	1686	1078	1685	100.0	36.1	0	0	0	0	ENST00000337673.7|ENSG00000160908.15|OTTHUMG00000154660.3|OTTHUMT00000336498.3|ZNF394-201|ZNF394|2163|UTR5:1-188|CDS:189-1874|UTR3:1875-2163|
12_C09	1	1344	700	1342	100.0	47.8	0	0	0	0	ENST00000282928.5|ENSG00000152977.10|OTTHUMG00000159456.2|OTTHUMT00000355497.2|ZIC1-201|ZIC1|5260|UTR5:1-748|CDS:749-2092|UTR3:2093-5260|
12_C11	1	3504	2930	3502	100.0	16.4	0	0	0	0	ENST00000535559.5|ENSG00000102935.12|OTTHUMG00000173491.4|OTTHUMT00000423261.1|ZNF423-201|ZNF423|4201|UTR5:1-209|CDS:210-3713|UTR3:3714-4201|
12_D04	1	1695	1098	1693	100.0	35.2	0	0	0	0	ENSMUST00000046565.13|ENSMUSG00000035277.16|OTTMUSG00000017972.4|OTTMUST00000043409.3|Arx-201|Arx|2881|UTR5:1-232|CDS:233-1927|UTR3:1928-2881|
12_D07	1	1605	1000	1603	99.8	37.6	1	0	1	0	ENST00000398485.6|ENSG00000125813.14|OTTHUMG00000032034.3|OTTHUMT00000078282.3|PAX1-201|PAX1|2838|UTR5:1-54|CDS:55-1659|UTR3:1660-2838|
12_D08	1	1428	757	1003	100.0	17.3	0	0	0	0	ENSMUST00000173623.2|ENSMUSG00000001815.16|OTTMUSG00000013302.4|-|Evx2-202|Evx2|1428|CDS:1-1428|
12_D11	1	1440	840	1439	100.0	41.7	0	0	0	0	ENST00000374672.5|ENSG00000136826.15|OTTHUMG00000020449.4|OTTHUMT00000053556.3|KLF4-201|KLF4|2936|UTR5:1-597|CDS:598-2037|UTR3:2038-2936|
12_F05	1	3144	2541	3142	100.0	19.1	0	0	0	0	ENST00000276480.11|ENSG00000147488.11|OTTHUMG00000164233.3|OTTHUMT00000377867.1|ST18-201|ST18|6187|UTR5:1-684|CDS:685-3828|UTR3:3829-6187|
12_F06	1	891	586	884	100.0	33.6	0	0	0	0	ENST00000527561.5|ENSG00000181135.16|OTTHUMG00000165146.4|OTTHUMT00000494071.1|ZNF707-212|ZNF707|1252|UTR5:1-28|CDS:29-919|UTR3:920-1252|
12_G04	1	2346	1907	2344	100.0	18.7	0	0	0	0	ENST00000216513.5|ENSG00000100625.9|OTTHUMG00000028996.10|OTTHUMT00000072397.3|SIX4-201|SIX4|6491|UTR5:1-277|CDS:278-2623|UTR3:2624-6491|
